adenoma_1,adenoma_1,adenoma_8,adenoma_8,adenoma_9,adenoma_9,adenoma_10,adenoma_10,adenoma_11,adenoma_11,adenoma_2,adenoma_2,adenoma_12,adenoma_12,adenoma_13,adenoma_13,adenoma_14,adenoma_14,adenoma_15,adenoma_15,adenoma_16,adenoma_16,adenoma_17,adenoma_17,adenoma_18,adenoma_18,adenoma_19,adenoma_19,adenoma_20,adenoma_20,adenoma_21,adenoma_21,adenoma_3,adenoma_3,adenoma_22,adenoma_22,adenoma_23,adenoma_23,adenoma_24,adenoma_24,adenoma_25,adenoma_25,adenoma_26,adenoma_26,adenoma_27,adenoma_27,adenoma_28,adenoma_28,adenoma_29,adenoma_29,adenoma_30,adenoma_30,adenoma_31,adenoma_31,adenoma_4,adenoma_4,adenoma_32,adenoma_32,adenoma_33,adenoma_33,adenoma_34,adenoma_34,adenoma_35,adenoma_35,adenoma_36,adenoma_36,adenoma_37,adenoma_37,adenoma_38,adenoma_38,adenoma_39,adenoma_39,adenoma_40,adenoma_40,adenoma_5,adenoma_5,adenoma_6,adenoma_6,adenoma_7,adenoma_7,hyperplasic_1,hyperplasic_1,hyperplasic_10,hyperplasic_10,hyperplasic_11,hyperplasic_11,hyperplasic_12,hyperplasic_12,hyperplasic_13,hyperplasic_13,hyperplasic_14,hyperplasic_14,hyperplasic_15,hyperplasic_15,hyperplasic_16,hyperplasic_16,hyperplasic_17,hyperplasic_17,hyperplasic_18,hyperplasic_18,hyperplasic_19,hyperplasic_19,hyperplasic_2,hyperplasic_2,hyperplasic_20,hyperplasic_20,hyperplasic_21,hyperplasic_21,hyperplasic_3,hyperplasic_3,hyperplasic_4,hyperplasic_4,hyperplasic_5,hyperplasic_5,hyperplasic_6,hyperplasic_6,hyperplasic_7,hyperplasic_7,hyperplasic_8,hyperplasic_8,hyperplasic_9,hyperplasic_9,serrated_1,serrated_1,serrated_10,serrated_10,serrated_11,serrated_11,serrated_12,serrated_12,serrated_13,serrated_13,serrated_14,serrated_14,serrated_15,serrated_15,serrated_2,serrated_2,serrated_3,serrated_3,serrated_4,serrated_4,serrated_5,serrated_5,serrated_6,serrated_6,serrated_7,serrated_7,serrated_8,serrated_8,serrated_9,serrated_9
0.13642,0.094383,0.12756,0.1235,0.15687,0.21505,0.10814,0.074378,0.17603,0.1593,0.1318,0.15273,0.12362,0.088684,0.079588,0.11367,0.11992,0.14662,0.16864,0.099372,0.16588,0.093841,0.15166,0.12415,0.094473,0.17608,0.19521,0.10921,0.14293,0.074801,0.17621,0.14815,0.15199,0.10364,0.15452,0.080748,0.14514,0.076925,0.096982,0.077329,0.14307,0.14552,0.1383,0.11247,0.2121,0.11646,0.16029,0.12565,0.068134,0.11685,0.14571,0.12409,0.1403,0.10667,0.091599,0.15703,0.28458,0.15082,0.13064,0.091073,0.21646,0.11174,0.15938,0.073217,0.20949,0.18819,0.10319,0.12132,0.21801,0.13013,0.19715,0.18004,0.1866,0.31971,0.24277,0.18299,0.21664,0.17697,0.091925,0.11701,0.29037,0.13175,0.1877,0.12603,0.1619,0.18453,0.2045,0.19445,0.25245,0.1389,0.082969,0.13281,0.15406,0.25239,0.32013,0.14986,0.25301,0.22651,0.19328,0.22186,0.29,0.15487,0.18409,0.48379,0.30215,0.15653,0.74888,0.91145,0.15609,0.15728,0.29276,0.30269,0.2826,0.17949,0.28016,0.35461,0.15149,0.27985,0.16156,0.14079,0.36392,0.17981,0.1155,0.11967,0.13254,0.10896,0.11573,0.17813,0.16243,0.12565,0.18571,0.13959,0.26419,0.095038,0.1697,0.098419,0.16129,0.10656,0.073162,0.083617,0.093416,0.094098,0.095548,0.086352,0.16937,0.16525,0.33239,0.14194,0.10959,0.11529,0.10707,0.08716
3.25,3.5778,3.375,3.75,3.1494,3.0306,3.5778,3.0306,3.0244,2.5,3.2744,3.2028,3.5778,4,3.625,3.1494,3.5778,3.2028,3.2744,3.625,3.625,3.3278,3.5778,3.5778,3.2806,3.2744,3.25,3.1494,3.4528,3.5,2.7718,3.625,3.1494,3.75,3.5,3.875,3.4528,3.5,3.5778,3.625,3.5778,2.6468,2.9056,3.4056,3.5778,3.2744,2.875,3.75,3.375,3.875,3.5778,3.4528,2.7806,3.375,3.75,3.5778,2.5306,3.0306,3.4056,3.875,2.6468,3.75,3.2806,3.2028,2.7718,3.0778,3.1556,3.5778,1.9238,2.7718,2.5,2.7718,2.9056,2.5218,2.0919,2.875,3,3.2028,3.3278,3.5,1.7988,3.0306,2.6468,2.7806,3.1494,2.5,3.0244,3.0778,2.8522,2.6468,3.2028,3.5778,2.9056,2.2169,1.9238,3.1494,2.375,2.7335,2.375,2.2169,1.9238,2.5,2.6468,2.0778,1.6216,2.5,1.3113,0.66856,2.7718,2.7718,2.4746,2.8278,2.6468,2.9056,2.375,2.2028,2.6468,1.9238,3.0306,2.9056,2,2.9056,3.4528,3.75,2.7718,3.5,3.625,2.2169,3.5,3.7028,2.7718,3.375,2.7718,3.2806,3.5778,3.875,3,3.5,3.2806,3.3278,3.625,3.625,3.75,3.625,3.5778,3.0244,2.9056,3.5778,3.625,3.5778,3.4528,3.5
0.32938,0.5473,0.70432,0.36291,0.83919,0.26448,0.70747,0.303,0.34308,0.33106,0.3376,0.35299,0.51347,0.25154,0.56844,0.34782,0.46416,0.24902,0.70348,1.34,0.32423,0.40052,0.77634,1.8155,0.5977,0.95174,0.70434,0.56642,1.1403,1.6279,0.31205,1.3072,1.0937,1.6234,0.28833,0.38852,0.3093,0.36398,0.39572,0.51469,1.3326,0.32449,1.8362,0.81497,1.0608,0.36342,0.60054,0.61882,0.24315,0.22114,0.64426,0.73799,0.32379,0.28422,0.65915,0.5695,0.68412,0.58807,0.57698,0.64731,0.39205,1.2298,0.53994,1.684,0.4507,0.71625,0.53893,0.75794,0.48765,0.61359,0.60795,0.6027,0.45329,0.65964,0.22406,1.052,0.59273,0.49762,1.4626,1.4527,0.080098,0.15259,0.47379,0.17622,0.22757,0.2609,2.26,0.49399,1.7812,0.49015,0.3115,0.31972,0.16039,0.21505,0.38619,0.41718,0.38473,0.81284,0.21451,0.32125,0.3159,0.36735,0.16524,0.15461,0.18605,0.31863,0.082466,0.03918,0.13527,0.09489,0.11941,0.19117,0.63484,0.56509,0.83401,0.58763,0.39825,0.25858,0.27389,0.44558,0.37431,0.65708,0.085271,1.4073,0.44029,0.34315,1.1508,0.28805,0.3397,0.83667,0.28254,0.66494,0.42747,1.9002,0.36121,0.30668,0.71217,0.33761,0.38887,0.47093,1.0014,0.32591,0.63665,0.45788,0.32426,0.48756,1.0399,1.7423,1.131,0.82861,0.44121,0.40657
0.97006,0.97649,0.95475,0.98433,0.90558,0.96771,0.95297,0.99069,0.95286,0.94376,0.98406,0.98018,0.96353,0.99443,0.98178,0.9901,0.95668,0.9718,0.94073,0.91621,0.99294,0.98155,0.92161,0.85514,0.96874,0.86533,0.87149,0.95932,0.95782,0.95391,0.96253,0.87811,0.87962,0.89359,0.97857,0.98414,0.98434,0.98823,0.98513,0.98572,0.86127,0.96079,0.76681,0.94017,0.95664,0.97408,0.97475,0.98337,0.99314,0.98912,0.94465,0.94707,0.96912,0.98905,0.97823,0.97925,0.79398,0.9311,0.97526,0.97705,0.91649,0.91723,0.94359,0.9454,0.89066,0.86956,0.96486,0.93756,0.84528,0.93145,0.86363,0.87751,0.9584,0.91723,0.92363,0.81812,0.86521,0.91792,0.93131,0.89474,0.95748,0.98789,0.90241,0.98474,0.97741,0.96535,0.60036,0.92234,0.56007,0.95735,0.98749,0.97082,0.98534,0.91221,0.79156,0.97809,0.86234,0.84856,0.95388,0.90092,0.84996,0.94675,0.9659,0.86018,0.92974,0.95731,0.87546,0.54997,0.98029,0.98831,0.94994,0.96863,0.93337,0.89791,0.70024,0.6477,0.94615,0.87353,0.96187,0.97135,0.77871,0.9264,0.99393,0.88343,0.94775,0.97978,0.90349,0.94695,0.97364,0.96123,0.95981,0.91966,0.96005,0.90357,0.99114,0.99069,0.89122,0.97817,0.98813,0.97936,0.95636,0.98297,0.97679,0.98322,0.9877,0.96512,0.84982,0.8281,0.92142,0.95979,0.97263,0.98058
0.077087,0.044645,0.075301,0.081433,0.093235,0.16431,0.049325,0.043024,0.10279,0.094157,0.086668,0.094853,0.068768,0.055471,0.033849,0.073002,0.065695,0.10031,0.083657,0.028942,0.12741,0.051893,0.0765,0.04318,0.048153,0.080001,0.11958,0.055382,0.0727,0.020939,0.11954,0.062328,0.067369,0.038289,0.11003,0.040071,0.099429,0.040203,0.052988,0.045476,0.047122,0.082789,0.035293,0.046961,0.13551,0.064883,0.087854,0.07344,0.046625,0.080248,0.066249,0.048476,0.080934,0.068226,0.04578,0.11016,0.16482,0.08534,0.074953,0.046295,0.12483,0.039978,0.073443,0.021553,0.12667,0.09196,0.048216,0.051686,0.11349,0.056794,0.11324,0.077722,0.11678,0.21442,0.1763,0.071254,0.12171,0.097937,0.026339,0.043674,0.25376,0.10286,0.1432,0.088965,0.12298,0.1168,0.08014,0.11813,0.097726,0.084798,0.046296,0.073123,0.12276,0.17037,0.20288,0.10178,0.15309,0.13482,0.13453,0.12514,0.20574,0.08784,0.13541,0.41212,0.24003,0.089025,0.71477,0.87872,0.12229,0.13456,0.2554,0.26301,0.19859,0.096482,0.13388,0.22351,0.087151,0.18816,0.099004,0.079528,0.25759,0.09623,0.099233,0.03865,0.073581,0.060037,0.035195,0.11015,0.10014,0.061991,0.11871,0.065607,0.21049,0.030072,0.12565,0.061133,0.081564,0.058526,0.043266,0.047962,0.051007,0.069796,0.054235,0.05094,0.10964,0.10646,0.19852,0.053012,0.048212,0.057403,0.056442,0.050947
0.85033,0.79813,0.86069,0.88803,0.85255,0.90544,0.80187,0.86509,0.86231,0.86947,0.86582,0.85422,0.82892,0.88002,0.78726,0.85358,0.84847,0.90173,0.77894,0.68746,0.87953,0.85235,0.81395,0.71795,0.82778,0.78486,0.85214,0.83508,0.80429,0.67791,0.8796,0.75846,0.78858,0.73295,0.8952,0.83359,0.89204,0.83902,0.84333,0.8669,0.71068,0.86139,0.64677,0.77086,0.76555,0.85302,0.82592,0.82453,0.90251,0.89747,0.78895,0.7609,0.84785,0.87185,0.82003,0.8376,0.84171,0.85007,0.843,0.82743,0.8553,0.73855,0.79351,0.69561,0.86571,0.81295,0.81287,0.77918,0.83364,0.79088,0.84597,0.78035,0.8411,0.80411,0.91716,0.74752,0.84327,0.84512,0.68927,0.73228,0.96298,0.93311,0.92143,0.91327,0.92528,0.8776,0.73543,0.86413,0.72965,0.84383,0.85329,0.84919,0.92514,0.8956,0.86698,0.86264,0.86617,0.84446,0.8987,0.85608,0.89794,0.85549,0.92235,0.94804,0.92272,0.85411,0.96956,0.98068,0.93621,0.95663,0.95607,0.94439,0.85718,0.83591,0.79346,0.86916,0.85695,0.89172,0.87437,0.82542,0.89663,0.81943,0.95939,0.71804,0.85425,0.84496,0.69952,0.87253,0.8643,0.76053,0.8866,0.80781,0.87866,0.68803,0.87556,0.86634,0.82119,0.85022,0.86814,0.85571,0.83583,0.91731,0.83625,0.84319,0.86903,0.86905,0.81195,0.73612,0.78381,0.786,0.83071,0.86362
113.04,130.81,76.46,74.879,103.88,122.24,136.66,127.48,111.64,100.84,143.54,118.53,65.284,84.752,141.87,99.34,79.268,70.709,94.005,125.91,106.71,118.88,97.822,138.35,106.18,82.591,104.51,142.72,75.097,140.36,112.14,97.514,148.57,115.41,93.419,87.411,94.582,134.12,97.575,94.886,93.259,58.113,115.34,116.39,142.68,90.823,108.22,123.73,85.68,105.23,138.06,113.47,68.087,116.93,106.58,75.461,78.065,121.9,100.01,92.925,121.93,93.236,134.37,139.41,89.904,98.856,85.591,64.707,131.7,126.43,119.23,135.17,143.68,193.86,88.291,91.564,111.19,115.58,98.37,74.015,115.06,133.41,105.5,127.6,144.79,188.36,102.08,115.28,119.76,160.03,62.229,123.94,115.34,119.08,128.85,130.1,112.55,104.78,113.35,148.78,158.54,165.53,139.2,99.975,155.72,152.09,135.29,190.84,86.559,62.169,107.97,97.329,158.03,82.389,174.37,131.29,134.46,126.09,114.28,143.08,118.05,173.64,124.78,159.43,106.67,152.84,141.21,143.07,130.39,132.2,145.91,129.83,132.12,157.96,118.22,124.21,97.235,150.78,94.452,105.21,85.722,76.235,98.082,85.768,149.55,73.498,162.14,137.18,99.642,146.14,74.981,89.75
43.07,59.962,43.243,39.897,35.133,28.671,52.419,71.925,32.37,25.346,59.956,55.218,41.754,52.435,66.377,54.817,36.056,27.262,40.505,44.033,59.919,53.408,34.667,41.442,41.407,30.833,26.328,41.51,42.759,66.864,39.476,40.336,46.049,49.551,30.623,43.093,37.47,59.352,51.107,60.683,35.052,28.72,30.009,41.293,65.143,44.164,47.347,61.083,55.529,40.224,37.327,37.909,29.937,50.597,51.601,55.206,22.6,39.505,41.116,50.821,33.183,43.505,33.347,67.269,21.706,30.438,29.297,34.479,20.08,32.799,27.726,22.655,38.713,44.585,17.067,28.689,27.612,30.701,43.65,41.625,32.782,48.208,20.404,33.685,32.075,32.41,26.454,30.69,22.926,46.362,43.91,22.022,30.838,18.227,32.109,48.876,19.263,26.35,17.908,24.623,26.105,32.851,27.758,14.929,24.964,30.505,17.587,31.766,33.324,22.927,19.896,30.835,39.03,25.616,21.71,14.889,27.819,22.581,22.56,43.159,15.294,34.699,39.502,42.007,24.34,47.648,45.93,28.724,35.359,43.825,24.14,32.53,39.948,54.832,55.361,63.483,25.778,46.313,47.304,59.277,49.516,48.371,52.779,59.808,58.414,43.723,39.21,36.435,46.831,52.972,29.577,45.992
0.38103,0.45838,0.56557,0.53282,0.33821,0.23455,0.38359,0.5642,0.28995,0.25135,0.4177,0.46584,0.63958,0.61868,0.46785,0.55181,0.45486,0.38556,0.43088,0.34972,0.56149,0.44925,0.35439,0.29954,0.38995,0.37332,0.25192,0.29084,0.56938,0.47637,0.35203,0.41364,0.30994,0.42933,0.32781,0.49299,0.39616,0.44253,0.52377,0.63953,0.37586,0.49421,0.26018,0.35477,0.45657,0.48626,0.43751,0.49367,0.6481,0.38223,0.27037,0.3341,0.43968,0.43272,0.48416,0.73159,0.2895,0.32408,0.41112,0.54691,0.27214,0.46661,0.24818,0.48254,0.24143,0.30791,0.34229,0.53285,0.15247,0.25943,0.23255,0.1676,0.26943,0.22999,0.1933,0.31332,0.24832,0.26563,0.44373,0.56239,0.28493,0.36135,0.19339,0.264,0.22153,0.17206,0.25914,0.26622,0.19144,0.28971,0.70562,0.17768,0.26737,0.15307,0.24919,0.37569,0.17114,0.25146,0.15798,0.16551,0.16465,0.19846,0.19941,0.14933,0.16031,0.20057,0.13,0.16646,0.38498,0.36878,0.18428,0.31681,0.24698,0.31091,0.12451,0.1134,0.20689,0.17909,0.19742,0.30164,0.12956,0.19983,0.31656,0.26348,0.22819,0.31175,0.32527,0.20077,0.27118,0.3315,0.16545,0.25056,0.30236,0.34713,0.46827,0.51111,0.26511,0.30716,0.50082,0.56343,0.57763,0.63449,0.53811,0.69732,0.3906,0.59488,0.24182,0.26559,0.46999,0.36248,0.39446,0.51245
0.80184,0.43145,0.86965,1.4752,1.4725,1.2989,0.1915,-0.49406,1.0652,1.5073,0.68142,1.0118,1.1086,0.30518,-0.55742,-0.50276,0.75297,0.97606,0.58978,0.30664,-0.12037,0.38191,1.0493,0.97711,0.19233,1.3378,1.5214,0.21775,1.2623,-0.19058,1.0659,1.0709,-0.057653,0.32682,1.6525,0.5514,1.5742,-0.1315,0.58611,0.0071269,0.84055,0.7165,1.1671,0.52166,-0.62247,0.21022,1.6786,0.56777,-0.24883,0.9258,1.163,0.9329,1.0407,0.59054,0.41633,1.4772,2.0929,1.3144,1.5659,0.82863,1.3295,0.55649,0.8967,-0.13049,1.9136,1.1524,1.2208,0.80966,1.5921,0.83241,1.2451,1.3355,0.34891,0.2849,2.2088,1.3043,1.3669,1.1761,0.45474,0.5319,1.8111,1.1424,1.7535,0.45146,1.1169,0.85272,1.8619,1.5924,2.1393,-0.12672,0.50887,1.6724,1.3293,1.5558,0.77227,0.85198,1.6923,1.8245,1.4626,1.2716,1.0507,0.58506,1.3191,2.9962,1.1656,0.9432,2.6679,0.65486,0.56575,1.4308,2.8512,2.3154,0.93179,1.2011,1.5893,2.4558,1.3628,1.216,1.2819,0.089895,2.6998,1.1935,0.79901,0.70223,1.3896,0.36812,0.70722,0.86845,0.91962,0.2313,1.4389,0.90256,0.25229,-0.52586,1.1232,0.62929,1.1992,0.13887,-0.025258,-0.46364,0.41709,0.18015,1.0295,0.50552,0.19818,1.1715,1.1874,1.2456,0.22495,-0.15141,1.1846,0.085733
2.4622,2.3169,2.4369,3.8628,4.39,3.3807,1.8529,1.9942,2.5312,3.7937,2.6858,3.5567,3.5281,1.5457,2.455,1.6091,2.2703,2.2591,1.611,1.4608,1.6883,1.7085,2.5973,2.3196,1.3844,3.3259,3.4742,1.2222,3.1098,1.841,3.1448,2.6039,1.2416,1.8889,4.8609,1.8694,4.3303,2.0703,2.4939,1.6762,2.0502,1.8278,2.8218,1.76,2.1395,1.521,4.7426,2.2207,1.672,2.5686,3.2345,2.2722,2.6587,2.635,1.7278,4.2086,5.71,3.5165,4.4189,2.601,3.366,1.6276,2.2402,1.5146,5.2763,2.793,3.1726,2.1419,3.9947,2.0843,2.9987,3.1907,1.3493,1.5426,6.6749,3.2258,3.255,2.8322,1.6024,1.8036,5.4315,3.1492,4.317,1.616,2.4819,2.1221,5.1616,4.3061,6.4453,1.3627,2.4336,4.4144,3.5262,3.7415,1.9453,2.8381,4.5622,4.9256,3.3774,3.1703,2.2762,1.6675,3.0685,10.769,2.9379,2.398,9.1765,2.0368,1.6675,3.4223,10.213,7.3938,2.6205,2.8318,4.0568,7.4699,3.5198,2.6489,2.9909,1.4441,9.4211,3.218,2.2887,2.0445,3.3752,2.1222,2.254,2.2025,2.1576,1.5588,3.6666,2.2138,1.3929,1.7672,3.32,1.9017,2.7258,1.6271,1.3951,1.962,1.9435,1.5318,3.7697,2.5457,1.7478,2.925,3.0964,3.0783,1.4166,1.5605,3.0228,1.6208
0.11951,0.086892,0.14369,0.18213,0.17403,0.18418,0.092787,0.068461,0.17136,0.22492,0.10593,0.10255,0.14341,0.11488,0.074001,0.087056,0.1343,0.17396,0.13055,0.11009,0.088373,0.092222,0.1578,0.13889,0.11259,0.18381,0.23464,0.11562,0.18313,0.076921,0.13877,0.14828,0.10371,0.10008,0.18729,0.11545,0.16922,0.082097,0.10659,0.089212,0.14599,0.15916,0.17207,0.12143,0.076036,0.11315,0.17325,0.097091,0.087943,0.12998,0.14642,0.14214,0.1777,0.11458,0.10687,0.1665,0.31945,0.1642,0.16961,0.11841,0.1756,0.11961,0.14684,0.071194,0.27762,0.18166,0.17036,0.14438,0.25108,0.15612,0.18731,0.20714,0.12175,0.11419,0.35439,0.18749,0.20838,0.18435,0.1138,0.12375,0.20998,0.1296,0.29754,0.13692,0.18256,0.15687,0.25318,0.20733,0.29675,0.09918,0.11858,0.2365,0.17983,0.25143,0.15647,0.11321,0.26393,0.25968,0.25522,0.19449,0.19738,0.14154,0.19948,0.51137,0.19541,0.16637,0.36938,0.14767,0.14877,0.24661,0.38975,0.29638,0.14418,0.20276,0.2328,0.43406,0.19463,0.22463,0.20843,0.11019,0.39999,0.1478,0.1299,0.11977,0.21579,0.10522,0.11191,0.16879,0.15647,0.1055,0.21056,0.15573,0.11853,0.083992,0.13031,0.11011,0.20323,0.10511,0.10143,0.082295,0.11014,0.10818,0.10739,0.091367,0.089678,0.17708,0.14313,0.15561,0.10676,0.091336,0.1755,0.10471
3.7028,3.7028,3.1494,3.2028,3.375,2.9056,3.5778,3.0778,2.9056,2.6468,3.1556,3.875,3.2744,3.0244,3.75,3.3278,3.2744,2.7718,3.25,3.75,3.4528,3.5,2.8994,3.5,3.4528,3.2806,2.6085,3.4528,2.7718,3.625,3.4528,3.7028,3.5,3.625,3.1494,3.5,3.2806,3.625,3.5,3.3278,3.1556,2.5,3.2806,3.5778,3.625,3.375,3.375,3.875,3.625,3.5778,3.4528,3.5778,2.375,3.5,3.7028,3.5,2.2028,3.4528,3.125,3.3278,3.2806,3.4528,3.3278,3.625,2.5306,2.6468,2.7718,3.25,2.375,3.2028,2.6085,2.5218,3.4528,3.0244,1.9238,3,2.5,3.1494,3.5778,3.25,2.9056,3.25,2.2028,2.6468,3.2028,2.9056,2.6494,3.2806,2.2169,3.125,2.9056,2.7718,2.7718,2.2169,3.0778,3.5778,2.2028,2.6085,2.0919,2.5,2.7335,3.1494,3.1494,1.7988,2.375,2.9772,2.2028,2.7718,2.5,1.9238,2.2718,2.8522,3.4056,2.5,2.7335,2,3.0778,2.5306,2.5,3.375,1.9197,3.5,3.625,3.5778,2.5306,3.375,3.75,2.6468,3.25,3.75,2.7744,3.2806,3.2806,3.0778,3.5778,3.5778,2.4238,3.5,3.5,3.4528,3.375,3.1494,3.75,3.75,3.625,3.0244,3.3278,3.375,3.75,3.5778,2.6468,3.3278
0.34647,0.55737,0.69607,0.38566,0.85278,0.33344,0.72425,0.30152,0.34274,0.36945,0.35846,0.41019,0.51199,0.24595,0.5718,0.38961,0.46727,0.25487,1.0441,1.3187,0.40055,0.40794,0.86491,1.9136,0.64705,0.9513,0.7862,0.60448,1.3513,1.6546,0.40485,1.3362,1.1972,1.6256,0.28769,0.38902,0.38286,0.36929,0.40638,0.52544,1.3845,0.31324,2.0324,0.83717,1.2334,0.35909,0.62265,0.9026,0.24463,0.24181,0.67412,0.72921,0.32974,0.28876,0.65558,0.56871,0.76176,0.65409,0.65635,0.69726,0.56457,1.3253,0.62797,1.6666,0.51283,0.70427,0.57896,0.75191,0.56948,0.65558,0.75328,0.59324,0.55221,0.87996,0.29162,1.0622,0.65854,0.51147,1.5711,1.459,0.093075,0.15927,0.52833,0.16941,0.25486,0.26453,2.4622,0.49823,1.8619,0.54688,0.30789,0.30881,0.18514,0.20356,0.56785,0.54712,0.40413,0.84608,0.22072,0.3244,0.39931,0.41031,0.16164,0.14874,0.25763,0.35165,0.23712,0.17554,0.13134,0.091178,0.11902,0.20013,0.80103,0.58548,0.94314,0.62939,0.43341,0.29278,0.27511,0.51487,0.40285,0.71286,0.092053,1.3889,0.57996,0.36023,1.1648,0.33014,0.34043,0.92355,0.29462,0.67695,0.57288,1.9596,0.40535,0.30984,0.75652,0.33442,0.39411,0.46566,1.0723,0.33412,0.65865,0.46418,0.35435,0.48574,1.1933,1.7567,1.1349,0.8466,0.46365,0.42526
0.97329,0.97771,0.94768,0.96618,0.90207,0.94268,0.9624,0.99166,0.95377,0.9202,0.98571,0.98064,0.95815,0.98737,0.98139,0.98141,0.94923,0.95191,0.9095,0.90303,0.98411,0.97952,0.89813,0.84148,0.94622,0.8593,0.84308,0.94983,0.89711,0.94715,0.96309,0.88328,0.91943,0.90499,0.95651,0.9703,0.9606,0.98489,0.97775,0.97945,0.83926,0.94692,0.68263,0.93016,0.95807,0.97394,0.96035,0.96505,0.9887,0.97863,0.93119,0.92573,0.94848,0.98386,0.96456,0.97326,0.79295,0.93996,0.94426,0.9617,0.92732,0.90035,0.92004,0.94701,0.85265,0.89135,0.90474,0.9098,0.81155,0.91482,0.86213,0.83947,0.94711,0.93706,0.86924,0.81982,0.87924,0.9237,0.88257,0.8803,0.98776,0.99022,0.82422,0.9789,0.96405,0.9636,0.50987,0.92446,0.50923,0.96382,0.97698,0.91339,0.97263,0.91896,0.92254,0.96723,0.85613,0.83107,0.911,0.9259,0.91718,0.94701,0.97045,0.91098,0.94026,0.94631,0.90008,0.97535,0.98337,0.97522,0.95756,0.97016,0.92497,0.87631,0.7265,0.6293,0.92088,0.92162,0.9255,0.96025,0.77121,0.91486,0.99159,0.88785,0.86337,0.97726,0.92095,0.94414,0.96135,0.93127,0.92954,0.90925,0.94904,0.90696,0.98105,0.9889,0.84247,0.97774,0.97474,0.98095,0.93737,0.97956,0.96606,0.98137,0.98507,0.96381,0.88874,0.81128,0.92623,0.95669,0.92478,0.97106
0.064729,0.040217,0.088054,0.12441,0.10512,0.12219,0.044046,0.039566,0.10074,0.1352,0.062519,0.053566,0.084879,0.073604,0.031586,0.045563,0.075731,0.11962,0.045015,0.032432,0.05122,0.051074,0.080019,0.048819,0.057287,0.083763,0.14981,0.060484,0.093019,0.021663,0.081651,0.063456,0.044671,0.038424,0.13431,0.059034,0.11933,0.042055,0.056581,0.053811,0.047386,0.090782,0.045364,0.050803,0.028586,0.063351,0.10041,0.042209,0.061055,0.084578,0.064816,0.058187,0.099569,0.072454,0.053849,0.11518,0.18745,0.095094,0.097071,0.062403,0.093575,0.042865,0.057879,0.020974,0.16641,0.088401,0.081511,0.062281,0.13062,0.071635,0.10429,0.0898,0.05929,0.044948,0.26895,0.073522,0.11623,0.10327,0.033917,0.046469,0.18951,0.1029,0.23125,0.098168,0.13925,0.096244,0.10113,0.13383,0.12017,0.049231,0.067891,0.13339,0.13303,0.17136,0.089672,0.061755,0.16046,0.15273,0.17029,0.11195,0.13248,0.077383,0.15138,0.46446,0.13691,0.093753,0.28191,0.10579,0.117,0.21379,0.35511,0.25548,0.081526,0.1103,0.10623,0.29983,0.11746,0.15064,0.13144,0.048739,0.29545,0.068156,0.11475,0.038802,0.12316,0.056461,0.034893,0.097171,0.094597,0.036537,0.13901,0.073834,0.064165,0.02304,0.081509,0.066917,0.10383,0.058502,0.060575,0.048122,0.06211,0.082239,0.059834,0.052499,0.051563,0.1143,0.071892,0.06031,0.046556,0.039789,0.092372,0.06234
0.84517,0.7944,0.86636,0.89362,0.85285,0.88834,0.80309,0.86593,0.86298,0.86941,0.85876,0.84293,0.83181,0.88285,0.78735,0.84023,0.8481,0.90229,0.73079,0.69012,0.85622,0.85229,0.81348,0.71612,0.82782,0.78612,0.85616,0.83354,0.8032,0.67382,0.86137,0.7603,0.77381,0.73397,0.9006,0.8375,0.89918,0.83643,0.84114,0.86791,0.7065,0.86226,0.63756,0.77023,0.72334,0.85399,0.83261,0.77856,0.90296,0.89063,0.78311,0.76899,0.84379,0.86993,0.8237,0.83904,0.83937,0.85141,0.84088,0.83117,0.83406,0.73325,0.76764,0.69816,0.85991,0.81916,0.81345,0.78188,0.82767,0.79455,0.84218,0.78169,0.81919,0.74291,0.91884,0.7462,0.83908,0.84526,0.68414,0.73203,0.96308,0.9329,0.91818,0.91707,0.92248,0.87799,0.72938,0.87436,0.72899,0.83382,0.85611,0.85267,0.92252,0.90168,0.85255,0.84101,0.86754,0.84937,0.89515,0.8551,0.88756,0.8441,0.9256,0.96099,0.90255,0.84773,0.91702,0.91392,0.93869,0.95951,0.96002,0.94355,0.8339,0.8366,0.78734,0.88255,0.8611,0.89419,0.88109,0.80245,0.90097,0.80568,0.95924,0.72107,0.84607,0.83963,0.69879,0.85904,0.86503,0.73313,0.89062,0.80767,0.84332,0.67554,0.86452,0.86377,0.8205,0.85299,0.87088,0.85734,0.83727,0.91843,0.83449,0.8415,0.85986,0.86997,0.79866,0.73762,0.78117,0.78146,0.82996,0.86468
